id,headshot,firstName,lastName,sweaterNumber,position,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,team_code,season
8483808,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483808.png,Andrei,Kuzmenko,96,FWD,L,R,71,194,180,88,1996-02-04,Yakutsk,RUS,LAK,20242025
8482155,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482155.png,Alex,Laferriere,14,FWD,R,R,73,205,185,93,2001-10-28,Chatham,USA,LAK,20242025
8473453,https://assets.nhle.com/mugs/nhl/20242025/LAK/8473453.png,Trevor,Lewis,61,FWD,C,R,73,205,185,93,1987-01-08,Salt Lake City,USA,LAK,20242025
8482408,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482408.png,Jeff,Malott,39,FWD,L,L,77,208,196,94,1996-08-07,Burlington,CAN,LAK,20242025
8479675,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479675.png,Trevor,Moore,12,FWD,L,L,71,195,180,88,1995-03-31,Thousand Oaks,USA,LAK,20242025
8482748,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482748.png,Francesco,Pinelli,73,FWD,C,L,72,185,183,84,2003-04-11,Hamilton,CAN,LAK,20242025
8480021,https://assets.nhle.com/mugs/nhl/20242025/LAK/8480021.png,Jack,Studnicka,53,FWD,C,R,73,187,185,85,1999-02-18,Windsor,CAN,LAK,20242025
8480851,https://assets.nhle.com/mugs/nhl/20242025/LAK/8480851.png,Akil,Thomas,26,FWD,C,R,72,195,183,88,2000-01-02,Toronto,CAN,LAK,20242025
8481532,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481532.png,Alex,Turcotte,15,FWD,C,L,71,185,180,84,2001-02-26,Elk Grove,USA,LAK,20242025
8483406,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483406.png,Taylor,Ward,52,FWD,R,R,74,207,188,94,1998-03-31,Kelowna,CAN,LAK,20242025
8479998,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479998.png,Mikey,Anderson,44,DEF,D,L,72,195,183,88,1999-05-25,Roseville,USA,LAK,20242025
8477335,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477335.png,Kyle,Burroughs,7,DEF,D,R,72,193,183,88,1995-07-12,Vancouver,CAN,LAK,20242025
8482730,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482730.png,Brandt,Clarke,92,DEF,D,R,74,200,188,91,2003-02-09,Nepean,CAN,LAK,20242025
8474563,https://assets.nhle.com/mugs/nhl/20242025/LAK/8474563.png,Drew,Doughty,8,DEF,D,R,73,210,185,95,1989-12-08,London,CAN,LAK,20242025
8476441,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476441.png,Joel,Edmundson,6,DEF,D,L,77,221,196,100,1993-06-28,Brandon,CAN,LAK,20242025
8478882,https://assets.nhle.com/mugs/nhl/20242025/LAK/8478882.png,Vladislav,Gavrikov,84,DEF,D,L,75,220,191,100,1995-11-21,Yaroslavl,RUS,LAK,20242025
8478452,https://assets.nhle.com/mugs/nhl/20242025/LAK/8478452.png,Caleb,Jones,82,DEF,D,L,73,194,185,88,1997-06-06,Arlington,USA,LAK,20242025
8479421,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479421.png,Jacob,Moverare,43,DEF,D,L,75,210,191,95,1998-08-31,Ostersund,SWE,LAK,20242025
8477831,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477831.png,Pheonix,Copley,29,GK,G,L,76,205,193,93,1992-01-18,North Pole,USA,LAK,20242025
8484857,https://assets.nhle.com/mugs/nhl/20242025/LAK/8484857.png,Carter,George,40,GK,G,L,73,196,185,89,2006-05-20,Thunder Bay,CAN,LAK,20242025
8475311,https://assets.nhle.com/mugs/nhl/20242025/LAK/8475311.png,Darcy,Kuemper,35,GK,G,L,77,215,196,98,1990-05-05,Saskatoon,CAN,LAK,20242025
8479496,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479496.png,David,Rittich,31,GK,G,L,76,205,193,93,1992-08-19,Jihlava,CZE,LAK,20242025
8481557,https://assets.nhle.com/mugs/nhl/20242025/MIN/8481557.png,Matt,Boldy,12,FWD,L,L,74,201,188,91,2001-04-05,Milford,USA,MIN,20242025
8476329,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476329.png,Travis,Boyd,72,FWD,C,R,72,190,183,86,1993-09-14,Hopkins,USA,MIN,20242025
8479638,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479638.png,Justin,Brazeau,15,FWD,R,R,78,227,198,103,1998-02-02,New Liskeard,CAN,MIN,20242025
8478493,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478493.png,Joel,Eriksson Ek,14,FWD,C,L,75,207,191,94,1997-01-29,Karlstad,SWE,MIN,20242025
8475220,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475220.png,Marcus,Foligno,17,FWD,L,L,75,226,191,103,1991-08-10,Buffalo,USA,MIN,20242025
8483452,https://assets.nhle.com/mugs/nhl/20242025/MIN/8483452.png,Hunter,Haight,43,FWD,C,R,70,173,178,78,2004-04-04,Strathroy,CAN,MIN,20242025
8477451,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477451.png,Ryan,Hartman,38,FWD,R,R,72,197,183,89,1994-09-20,Hilton Head Island,USA,MIN,20242025
8476994,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476994.png,Vinnie,Hinostroza,18,FWD,C,R,70,183,178,83,1994-04-03,Chicago,USA,MIN,20242025
8475149,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475149.png,Marcus,Johansson,90,FWD,L,L,73,203,185,92,1990-10-06,Landskrona,SWE,MIN,20242025
8480259,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480259.png,Ben,Jones,39,FWD,C,L,72,187,183,85,1999-02-26,Waterloo,CAN,MIN,20242025
8478864,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478864.png,Kirill,Kaprizov,97,FWD,L,L,70,202,178,92,1997-04-26,Novokuznetsk,RUS,MIN,20242025
8474679,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474679.png,Gustav,Nyquist,41,FWD,C,L,71,180,180,82,1989-09-01,Halmstad,SWE,MIN,20242025
8483499,https://assets.nhle.com/mugs/nhl/20242025/MIN/8483499.png,Liam,Ohgren,28,FWD,L,L,72,187,183,85,2004-01-28,Stockholm,SWE,MIN,20242025
8482079,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482079.png,Marco,Rossi,23,FWD,C,L,69,182,175,83,2001-09-23,Feldkirch,AUT,MIN,20242025
8476913,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476913.png,Devin,Shore,19,FWD,C,L,73,206,185,93,1994-07-19,Ajax,CAN,MIN,20242025
8475765,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475765.png,Vladimir,Tarasenko,NA,FWD,R,L,73,219,185,99,1991-12-13,Yaroslavl,RUS,MIN,20242025
8478508,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478508.png,Yakov,Trenin,13,FWD,C,L,74,201,188,91,1997-01-13,Chelyabinsk,RUS,MIN,20242025
8475692,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,Mats,Zuccarello,36,FWD,R,L,68,181,173,82,1987-09-01,Oslo,NOR,MIN,20242025
8474567,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474567.png,Zach,Bogosian,24,DEF,D,R,75,231,191,105,1990-07-15,Massena,USA,MIN,20242025
8476463,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476463.png,Jonas,Brodin,25,DEF,D,L,74,196,188,89,1993-07-12,Karlstad,SWE,MIN,20242025
8484798,https://assets.nhle.com/mugs/nhl/20242025/MIN/8484798.png,Zeev,Buium,8,DEF,D,L,72,183,183,83,2005-12-07,San Diego,USA,MIN,20242025
8480075,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480075.png,Cameron,Crotty,34,DEF,D,R,75,182,191,83,1999-05-05,Ottawa,CAN,MIN,20242025
8482122,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482122.png,Brock,Faber,7,DEF,D,R,73,200,185,91,2002-08-22,Maple Grove,USA,MIN,20242025
8482781,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482781.png,Carson,Lambos,71,DEF,D,L,73,197,185,89,2003-01-14,Winnipeg,CAN,MIN,20242025
8475750,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475750.png,Jon,Merrill,4,DEF,D,L,75,204,191,93,1992-02-03,Oklahoma City,USA,MIN,20242025
8478136,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478136.png,Jake,Middleton,5,DEF,D,L,75,219,191,99,1996-01-02,Wainwright,CAN,MIN,20242025
8474716,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474716.png,Jared,Spurgeon,46,DEF,D,R,69,166,175,75,1989-11-29,Edmonton,CAN,MIN,20242025
8470594,https://assets.nhle.com/mugs/nhl/20242025/MIN/8470594.png,Marc-Andre,Fleury,29,GK,G,L,74,185,188,84,1984-11-28,Sorel,CAN,MIN,20242025
8479406,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479406.png,Filip,Gustavsson,32,GK,G,L,74,184,188,83,1998-06-07,Skelleftea,SWE,MIN,20242025
8482661,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482661.png,Jesper,Wallstedt,30,GK,G,L,75,214,191,97,2002-11-14,Vasteras,SWE,MIN,20242025
8476981,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476981.png,Josh,Anderson,17,FWD,R,R,75,226,191,103,1994-05-07,Burlington,CAN,MTL,20242025
8476469,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476469.png,Joel,Armia,40,FWD,R,R,75,216,191,98,1993-05-31,Pori,FIN,MTL,20242025
8481540,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481540.png,Cole,Caufield,13,FWD,R,R,68,175,173,79,2001-01-02,Mosinee,USA,MTL,20242025
8481523,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481523.png,Kirby,Dach,77,FWD,C,R,76,221,193,100,2001-01-21,Fort Saskatchewan,CAN,MTL,20242025
8484984,https://assets.nhle.com/mugs/nhl/20242025/MTL/8484984.png,Ivan,Demidov,93,FWD,R,L,73,192,185,87,2005-12-10,Sergiyev Posad,RUS,MTL,20242025
8477989,https://assets.nhle.com/mugs/nhl/20242025/MTL/8477989.png,Christian,Dvorak,28,FWD,C,L,73,190,185,86,1996-02-02,Palos,USA,MTL,20242025
8478133,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478133.png,Jake,Evans,71,FWD,C,R,72,190,183,86,1996-06-02,Toronto,CAN,MTL,20242025
8475848,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475848.png,Brendan,Gallagher,11,FWD,R,R,69,185,175,84,1992-05-06,Edmonton,CAN,MTL,20242025
8479339,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479339.png,Patrik,Laine,92,FWD,R,R,76,208,193,94,1998-04-19,Tampere,FIN,MTL,20242025
8481618,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481618.png,Alex,Newhook,15,FWD,C,L,71,200,180,91,2001-01-28,St. John's,CAN,MTL,20242025
8479543,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479543.png,Michael,Pezzetta,55,FWD,L,L,73,219,185,99,1998-03-13,Toronto,CAN,MTL,20242025
8483515,https://assets.nhle.com/mugs/nhl/20242025/MTL/8483515.png,Juraj,Slafkovský,20,FWD,L,L,75,225,191,102,2004-03-30,Kosice,SVK,MTL,20242025
8480018,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480018.png,Nick,Suzuki,14,FWD,C,R,71,207,180,94,1999-08-10,London,CAN,MTL,20242025
8478851,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478851.png,Alexandre,Carrier,45,DEF,D,R,71,174,180,79,1996-10-08,Quebec City,CAN,MTL,20242025
8480865,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480865.png,Noah,Dobson,53,DEF,D,R,76,200,193,91,2000-01-07,Summerside,CAN,MTL,20242025
8482087,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482087.png,Kaiden,Guhle,21,DEF,D,L,75,202,191,92,2002-01-18,Edmonton,CAN,MTL,20242025
8483457,https://assets.nhle.com/mugs/nhl/20242025/MTL/8483457.png,Lane,Hutson,48,DEF,D,L,69,162,175,73,2004-02-14,Holland,USA,MTL,20242025
8476875,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476875.png,Mike,Matheson,8,DEF,D,L,74,196,188,89,1994-02-27,Pointe-Claire,CAN,MTL,20242025
8475233,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475233.png,David,Savard,58,DEF,D,R,73,235,185,107,1990-10-22,St-Hyacinthe,CAN,MTL,20242025
8481593,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481593.png,Jayden,Struble,47,DEF,D,L,72,207,183,94,2001-09-08,Cumberland,USA,MTL,20242025
8482964,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482964.png,Arber,Xhekaj,72,DEF,D,L,76,240,193,109,2001-01-30,Hamilton,CAN,MTL,20242025
8482487,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482487.png,Jakub,Dobes,75,GK,G,L,76,215,193,98,2001-05-27,Ostrava,CZE,MTL,20242025
8478470,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478470.png,Sam,Montembeault,35,GK,G,L,75,218,191,99,1996-10-30,Becancour,CAN,MTL,20242025
8478047,https://assets.nhle.com/mugs/nhl/20242025/NSH/8478047.png,Michael,Bunting,58,FWD,L,L,72,186,183,84,1995-09-17,Scarborough,CAN,NSH,20242025
8482146,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482146.png,Luke,Evangelista,77,FWD,R,R,72,183,183,83,2002-02-21,Toronto,CAN,NSH,20242025
8476887,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476887.png,Filip,Forsberg,9,FWD,L,R,73,205,185,93,1994-08-13,Ostervala,SWE,NSH,20242025
8475287,https://assets.nhle.com/mugs/nhl/20242025/NSH/8475287.png,Erik,Haula,56,FWD,L,L,71,191,180,87,1991-03-23,Pori,FIN,NSH,20242025
8482742,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482742.png,Zachary,L'Heureux,68,FWD,L,L,71,197,180,89,2003-05-15,Montréal,CAN,NSH,20242025
8476539,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476539.png,Jonathan,Marchessault,81,FWD,C,R,69,185,175,84,1990-12-27,Cap-Rouge,CAN,NSH,20242025
8477446,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477446.png,Michael,McCarron,47,FWD,R,R,78,232,198,105,1995-03-07,Grosse Pointe,USA,NSH,20242025
8475158,https://assets.nhle.com/mugs/nhl/20242025/NSH/8475158.png,Ryan,O'Reilly,90,FWD,C,L,73,207,185,94,1991-02-07,Clinton,CAN,NSH,20242025
8482062,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482062.png,Cole,Smith,36,FWD,L,L,75,195,191,88,1995-10-28,Brainerd,USA,NSH,20242025
8474564,https://assets.nhle.com/mugs/nhl/20242025/NSH/8474564.png,Steven,Stamkos,91,FWD,C,R,73,193,185,88,1990-02-07,Markham,CAN,NSH,20242025
8477944,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477944.png,Jakub,Vrana,19,FWD,L,L,72,197,183,89,1996-02-28,Prague,CZE,NSH,20242025
8484241,https://assets.nhle.com/mugs/nhl/20242025/NSH/8484241.png,Matthew,Wood,52,FWD,R,R,77,205,196,93,2005-02-06,Nanaimo,CAN,NSH,20242025
8482111,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482111.png,Justin,Barron,20,DEF,D,R,74,198,188,90,2001-11-15,Halifax,CAN,NSH,20242025
8483565,https://assets.nhle.com/mugs/nhl/20242025/NSH/8483565.png,Nick,Blankenburg,37,DEF,D,R,69,177,175,80,1998-05-12,Washington,USA,NSH,20242025
8477971,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477971.png,Andreas,Englund,8,DEF,D,L,76,200,193,91,1996-01-21,Stockholm,SWE,NSH,20242025
8479980,https://assets.nhle.com/mugs/nhl/20242025/NSH/8479980.png,Nicolas,Hague,NA,DEF,D,L,78,245,198,111,1998-12-05,Kitchener,CAN,NSH,20242025
8474600,https://assets.nhle.com/mugs/nhl/20242025/NSH/8474600.png,Roman,Josi,59,DEF,D,L,73,201,185,91,1990-06-01,Bern,CHE,NSH,20242025
8477851,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477851.png,Jordan,Oesterle,82,DEF,D,L,72,181,183,82,1992-06-25,Dearborn Heights,USA,NSH,20242025
8476869,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476869.png,Brady,Skjei,76,DEF,D,L,75,210,191,95,1994-03-26,Lakeville,USA,NSH,20242025
8482482,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482482.png,Adam,Wilsby,83,DEF,D,L,73,188,185,85,2000-08-07,Stockholm,SWE,NSH,20242025
8481020,https://assets.nhle.com/mugs/nhl/20242025/NSH/8481020.png,Justus,Annunen,29,GK,G,L,76,210,193,95,2000-03-11,Kempele,FIN,NSH,20242025
8477424,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477424.png,Juuse,Saros,74,GK,G,L,71,180,180,82,1995-04-19,Forssa,FIN,NSH,20242025
8479414,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479414.png,Nathan,Bastian,14,FWD,R,R,76,205,193,93,1997-12-06,Kitchener,CAN,NJD,20242025
8479407,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,Jesper,Bratt,63,FWD,L,L,70,175,178,79,1998-07-30,Stockholm,SWE,NJD,20242025
8481032,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481032.png,Paul,Cotter,47,FWD,C,L,74,213,188,97,1999-11-16,Canton,USA,NJD,20242025
8475413,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475413.png,Justin,Dowling,37,FWD,C,L,70,180,178,82,1990-10-01,Calgary,CAN,NJD,20242025
8481518,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481518.png,Nolan,Foote,29,FWD,L,L,75,196,191,89,2000-11-29,Denver,USA,NJD,20242025
8479996,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479996.png,Cody,Glass,12,FWD,C,R,75,201,191,91,1999-04-01,Winnipeg,CAN,NJD,20242025
8483531,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483531.png,Brian,Halonen,48,FWD,L,R,72,207,183,94,1999-01-11,Delano,USA,NJD,20242025
8482635,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482635.png,Mike,Hardman,39,FWD,L,L,74,205,188,93,1999-02-05,Hanover,USA,NJD,20242025
8480002,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,Nico,Hischier,13,FWD,C,L,73,200,185,91,1999-01-04,Maters,CHE,NJD,20242025
8481559,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481559.png,Jack,Hughes,86,FWD,C,L,71,175,180,79,2001-05-14,Orlando,USA,NJD,20242025
8477508,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477508.png,Curtis,Lazar,42,FWD,C,R,72,203,183,92,1995-02-02,Salmon Arm,CAN,NJD,20242025
8481594,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481594.png,Nathan,Légaré,16,FWD,R,R,72,200,183,91,2001-01-11,Montréal,CAN,NJD,20242025
8477073,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477073.png,Kurtis,MacDermid,23,FWD,L,L,77,233,196,106,1994-03-25,Quebec City,CAN,NJD,20242025
8483397,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483397.png,Marc,McLaughlin,21,FWD,C,R,72,202,183,92,1999-07-26,North Billerica,USA,NJD,20242025
8478414,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478414.png,Timo,Meier,28,FWD,R,L,73,220,185,100,1996-10-08,Herisau,CHE,NJD,20242025
8482110,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482110.png,Dawson,Mercer,91,FWD,C,R,72,180,183,82,2001-10-27,Carbonear,CAN,NJD,20242025
8476474,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476474.png,Stefan,Noesen,11,FWD,R,R,73,205,185,93,1993-02-12,Plano,USA,NJD,20242025
8476292,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476292.png,Ondrej,Palat,18,FWD,L,L,72,194,183,88,1991-03-28,Frydek-Mistek,CZE,NJD,20242025
8478466,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478466.png,Daniel,Sprong,10,FWD,R,R,72,195,183,88,1997-03-17,Amsterdam,NLD,NJD,20242025
8475193,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475193.png,Tomas,Tatar,90,FWD,L,L,70,173,178,78,1990-12-01,Ilava,SVK,NJD,20242025
8483429,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483429.png,Seamus,Casey,24,DEF,D,R,70,162,178,73,2004-01-08,Miami,USA,NJD,20242025
8479395,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479395.png,Dennis,Cholowski,44,DEF,D,L,74,210,188,95,1998-02-15,Langley,CAN,NJD,20242025
8475455,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475455.png,Brenden,Dillon,5,DEF,D,L,76,225,193,102,1990-11-13,New Westminster,CAN,NJD,20242025
8475208,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475208.png,Brian,Dumoulin,2,DEF,D,L,76,214,193,97,1991-09-06,Biddeford,USA,NJD,20242025
8476462,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476462.png,Dougie,Hamilton,7,DEF,D,R,78,230,198,104,1993-06-17,Toronto,CAN,NJD,20242025
8482684,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482684.png,Luke,Hughes,43,DEF,D,L,74,198,188,90,2003-09-09,Manchester,USA,NJD,20242025
8480192,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480192.png,Johnathan,Kovacevic,8,DEF,D,R,77,223,196,101,1997-07-12,Hamilton,CAN,NJD,20242025
8483495,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483495.png,Simon,Nemec,17,DEF,D,R,73,190,185,86,2004-02-15,Liptovský Mikuláš,SVK,NJD,20242025
8477488,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477488.png,Brett,Pesce,22,DEF,D,R,75,206,191,93,1994-11-15,Tarrytown,USA,NJD,20242025
8478399,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478399.png,Jonas,Siegenthaler,71,DEF,D,L,74,218,188,99,1997-05-06,Zurich,CHE,NJD,20242025
8482873,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482873.png,Topias,Vilen,38,DEF,D,L,73,194,185,88,2003-04-01,Lahti,FIN,NJD,20242025
8478841,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478841.png,Colton,White,45,DEF,D,L,73,187,185,85,1997-05-03,London,CAN,NJD,20242025
8474596,https://assets.nhle.com/mugs/nhl/20242025/NJD/8474596.png,Jake,Allen,34,GK,G,L,74,197,188,89,1990-08-07,Fredericton,CAN,NJD,20242025
8482076,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482076.png,Nico,Daws,50,GK,G,L,76,205,193,93,2000-12-22,Munich,DEU,NJD,20242025
8474593,https://assets.nhle.com/mugs/nhl/20242025/NJD/8474593.png,Jacob,Markstrom,25,GK,G,L,78,207,198,94,1990-01-31,Gavle,SWE,NJD,20242025
8483659,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483659.png,Isaac,Poulter,65,GK,G,L,74,174,188,79,2001-09-12,Winnipeg,CAN,NJD,20242025
8478445,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478445.png,Mathew,Barzal,13,FWD,C,R,73,190,185,86,1997-05-26,Coquitlam,CAN,NYI,20242025
8475231,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475231.png,Casey,Cizikas,53,FWD,C,L,71,194,180,88,1991-02-27,Toronto,CAN,NYI,20242025
8477407,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477407.png,Anthony,Duclair,11,FWD,L,L,72,200,183,91,1995-08-26,Pointe-Claire,CAN,NYI,20242025
8478115,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478115.png,Pierre,Engvall,18,FWD,L,L,77,215,196,98,1996-05-31,Ljungby,SWE,NYI,20242025
8477392,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477392.png,Hudson,Fasching,20,FWD,R,R,75,209,191,95,1995-07-28,Apple Valley,USA,NYI,20242025
8483553,https://assets.nhle.com/mugs/nhl/20242025/NYI/8483553.png,Marc,Gatcomb,16,FWD,C,R,74,195,188,88,1999-07-22,Woburn,USA,NYI,20242025
8482476,https://assets.nhle.com/mugs/nhl/20242025/NYI/8482476.png,Emil,Heineman,NA,FWD,L,L,74,198,188,90,2001-11-16,Leksand,SWE,NYI,20242025
8481601,https://assets.nhle.com/mugs/nhl/20242025/NYI/8481601.png,Simon,Holmstrom,10,FWD,R,L,74,215,188,98,2001-05-24,Tranas,SWE,NYI,20242025
8477500,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477500.png,Bo,Horvat,14,FWD,C,L,73,215,185,98,1995-04-05,London,CAN,NYI,20242025
8475314,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475314.png,Anders,Lee,27,FWD,L,L,75,231,191,105,1990-07-03,Edina,USA,NYI,20242025
8481237,https://assets.nhle.com/mugs/nhl/20242025/NYI/8481237.png,Kyle,MacLean,32,FWD,C,L,73,194,185,88,1999-04-29,Livingston,USA,NYI,20242025
8474709,https://assets.nhle.com/mugs/nhl/20242025/NYI/8474709.png,Matt,Martin,17,FWD,L,L,75,215,191,98,1989-05-08,Windsor,CAN,NYI,20242025
8476419,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476419.png,Jean-Gabriel,Pageau,44,FWD,C,R,71,195,180,88,1992-11-11,Ottawa,CAN,NYI,20242025
8475151,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475151.png,Kyle,Palmieri,21,FWD,C,R,71,195,180,88,1991-02-01,Smithtown,USA,NYI,20242025
8484958,https://assets.nhle.com/mugs/nhl/20242025/NYI/8484958.png,Maxim,Tsyplakov,7,FWD,R,L,75,210,191,95,1998-09-19,Moscow,RUS,NYI,20242025
8480871,https://assets.nhle.com/mugs/nhl/20242025/NYI/8480871.png,Adam,Boqvist,34,DEF,D,R,72,191,183,87,2000-08-15,Falun,SWE,NYI,20242025
8477950,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477950.png,Tony,DeAngelo,4,DEF,D,R,71,180,180,82,1995-10-24,Sewell,USA,NYI,20242025
8476429,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476429.png,Scott,Mayfield,24,DEF,D,R,77,213,196,97,1992-10-14,St. Louis,USA,NYI,20242025
8476917,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476917.png,Adam,Pelech,3,DEF,D,L,75,210,191,95,1994-08-16,Toronto,CAN,NYI,20242025
8481059,https://assets.nhle.com/mugs/nhl/20242025/NYI/8481059.png,Scott,Perunovich,26,DEF,D,L,70,175,178,79,1998-08-18,Hibbing,USA,NYI,20242025
8477506,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477506.png,Ryan,Pulock,6,DEF,D,R,74,220,188,100,1994-10-06,Dauphin,CAN,NYI,20242025
8476422,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476422.png,Mike,Reilly,2,DEF,D,L,74,191,188,87,1993-07-13,Chicago,USA,NYI,20242025
